TIPO;FECHA;HORA;LATITUD;LONGITUD;DESCRIPCION
3;2024-03-23;22:12;1.60450;-75.62437;Prueba de stress 114 generada automaticamente
2;2024-07-03;12:36;1.61930;-75.59162;Prueba de stress 115 generada automaticamente
2;2024-03-02;19:01;1.59525;-75.62323;Prueba de stress 116 generada automaticamente
3;2024-03-04;22:43;1.62410;-75.58641;Prueba de stress 117 generada automaticamente
1;2024-07-24;13:19;1.61220;-75.60072;Prueba de stress 118 generada automaticamente
3;2024-06-09;02:29;1.61412;-75.59291;Prueba de stress 119 generada automaticamente
2;2024-10-25;19:29;1.60888;-75.61545;Prueba de stress 120 generada automaticamente
4;2024-07-14;10:37;1.63048;-75.61449;Prueba de stress 121 generada automaticamente
3;2024-02-27;16:37;1.61578;-75.60044;Prueba de stress 122 generada automaticamente
2;2024-05-22;20:29;1.63207;-75.59956;Prueba de stress 123 generada automaticamente
4;2024-06-25;04:45;1.59781;-75.60625;Prueba de stress 124 generada automaticamente
2;2024-05-14;21:24;1.59845;-75.60441;Prueba de stress 125 generada automaticamente
1;2024-10-28;10:45;1.62820;-75.60603;Prueba de stress 126 generada automaticamente
2;2024-10-25;06:11;1.61654;-75.58889;Prueba de stress 127 generada automaticamente
3;2024-07-25;15:20;1.63290;-75.61186;Prueba de stress 128 generada automaticamente
1;2024-02-16;07:22;1.60406;-75.60667;Prueba de stress 129 generada automaticamente
3;2024-06-09;14:11;1.62712;-75.62425;Prueba de stress 130 generada automaticamente
1;2024-09-12;01:50;1.60122;-75.62381;Prueba de stress 131 generada automaticamente
2;2024-09-23;20:35;1.61082;-75.60863;Prueba de stress 132 generada automaticamente
4;2024-08-12;04:23;1.60124;-75.61065;Prueba de stress 133 generada automaticamente
4;2024-12-20;08:09;1.62605;-75.61269;Prueba de stress 134 generada automaticamente
4;2024-04-24;19:43;1.61721;-75.60819;Prueba de stress 135 generada automaticamente
1;2024-04-27;04:10;1.62601;-75.58641;Prueba de stress 136 generada automaticamente
1;2024-01-08;00:53;1.60744;-75.59849;Prueba de stress 137 generada automaticamente
4;2024-08-20;10:34;1.60605;-75.61053;Prueba de stress 138 generada automaticamente
2;2024-07-21;18:52;1.62372;-75.60215;Prueba de stress 139 generada automaticamente
2;2024-07-04;18:01;1.59607;-75.61469;Prueba de stress 140 generada automaticamente
2;2024-03-21;22:14;1.60604;-75.60517;Prueba de stress 141 generada automaticamente
1;2024-01-27;17:09;1.61025;-75.60079;Prueba de stress 142 generada automaticamente
4;2024-04-18;03:00;1.63044;-75.61629;Prueba de stress 143 generada automaticamente
3;2024-04-12;20:32;1.62579;-75.60025;Prueba de stress 144 generada automaticamente
3;2024-11-27;07:29;1.61629;-75.58623;Prueba de stress 145 generada automaticamente
1;2024-09-07;10:20;1.60124;-75.58939;Prueba de stress 146 generada automaticamente
2;2024-04-13;11:29;1.62509;-75.59553;Prueba de stress 147 generada automaticamente
1;2024-04-23;21:16;1.60368;-75.62293;Prueba de stress 148 generada automaticamente
4;2024-04-07;14:45;1.62163;-75.61532;Prueba de stress 149 generada automaticamente
1;2024-01-01;07:48;1.61236;-75.60016;Prueba de stress 150 generada automaticamente
1;2024-07-03;02:26;1.60177;-75.61852;Prueba de stress 151 generada automaticamente
3;2024-10-23;21:27;1.61877;-75.58800;Prueba de stress 152 generada automaticamente
1;2024-05-09;22:07;1.62117;-75.60884;Prueba de stress 153 generada automaticamente
4;2024-01-21;18:36;1.62927;-75.59788;Prueba de stress 154 generada automaticamente
3;2024-05-03;14:17;1.62582;-75.61547;Prueba de stress 155 generada automaticamente
1;2024-03-18;21:26;1.62601;-75.59522;Prueba de stress 156 generada automaticamente
1;2024-10-01;00:23;1.62574;-75.60164;Prueba de stress 157 generada automaticamente
2;2024-10-26;21:20;1.60081;-75.59370;Prueba de stress 158 generada automaticamente
3;2024-11-01;18:14;1.59811;-75.58984;Prueba de stress 159 generada automaticamente
3;2024-03-07;09:43;1.59801;-75.61983;Prueba de stress 160 generada automaticamente
3;2024-06-25;08:45;1.61377;-75.61530;Prueba de stress 161 generada automaticamente
3;2024-08-14;22:51;1.61273;-75.59249;Prueba de stress 162 generada automaticamente
1;2024-08-07;22:19;1.62321;-75.62386;Prueba de stress 163 generada automaticamente
2;2024-01-11;04:50;1.60695;-75.59918;Prueba de stress 164 generada automaticamente
3;2024-11-08;18:32;1.62494;-75.60307;Prueba de stress 165 generada automaticamente
1;2024-06-18;11:11;1.60367;-75.59293;Prueba de stress 166 generada automaticamente
1;2024-03-17;04:01;1.59604;-75.60737;Prueba de stress 167 generada automaticamente
3;2024-02-11;17:52;1.63076;-75.62438;Prueba de stress 168 generada automaticamente
2;2024-10-18;10:07;1.59813;-75.60210;Prueba de stress 169 generada automaticamente
1;2024-10-06;05:53;1.59458;-75.60526;Prueba de stress 170 generada automaticamente
1;2024-08-16;22:57;1.60731;-75.58687;Prueba de stress 171 generada automaticamente
3;2024-01-21;06:37;1.60983;-75.61847;Prueba de stress 172 generada automaticamente
4;2024-07-17;06:43;1.62790;-75.62045;Prueba de stress 173 generada automaticamente
4;2024-08-12;15:36;1.60210;-75.60868;Prueba de stress 174 generada automaticamente
4;2024-02-09;00:14;1.61789;-75.59110;Prueba de stress 175 generada automaticamente
3;2024-08-26;15:06;1.60331;-75.61024;Prueba de stress 176 generada automaticamente
4;2024-01-13;05:47;1.62187;-75.62399;Prueba de stress 177 generada automaticamente
4;2024-06-05;04:32;1.62249;-75.61436;Prueba de stress 178 generada automaticamente
4;2024-07-10;13:24;1.62696;-75.61675;Prueba de stress 179 generada automaticamente
3;2024-10-18;15:25;1.61909;-75.59401;Prueba de stress 180 generada automaticamente
1;2024-04-02;09:10;1.61805;-75.58945;Prueba de stress 181 generada automaticamente
3;2024-08-19;10:42;1.61267;-75.59785;Prueba de stress 182 generada automaticamente
2;2024-08-10;07:01;1.60501;-75.62035;Prueba de stress 183 generada automaticamente
1;2024-02-04;05:04;1.63308;-75.58651;Prueba de stress 184 generada automaticamente
4;2024-01-12;07:40;1.60549;-75.60816;Prueba de stress 185 generada automaticamente
3;2024-12-03;21:28;1.60927;-75.59242;Prueba de stress 186 generada automaticamente
3;2024-07-06;01:22;1.60379;-75.61825;Prueba de stress 187 generada automaticamente
2;2024-11-08;21:40;1.61245;-75.59279;Prueba de stress 188 generada automaticamente
3;2024-11-23;13:49;1.62014;-75.61168;Prueba de stress 189 generada automaticamente
1;2024-07-15;15:47;1.61894;-75.60910;Prueba de stress 190 generada automaticamente
2;2024-12-13;17:33;1.63243;-75.58984;Prueba de stress 191 generada automaticamente
2;2024-10-21;06:20;1.63170;-75.59191;Prueba de stress 192 generada automaticamente
2;2024-05-20;19:06;1.62968;-75.58883;Prueba de stress 193 generada automaticamente
2;2024-06-17;06:29;1.60956;-75.59792;Prueba de stress 194 generada automaticamente
3;2024-04-01;01:50;1.63031;-75.61271;Prueba de stress 195 generada automaticamente
2;2024-01-18;23:58;1.62027;-75.61279;Prueba de stress 196 generada automaticamente
3;2024-06-07;18:54;1.62106;-75.60433;Prueba de stress 197 generada automaticamente
1;2024-07-06;12:52;1.59999;-75.61887;Prueba de stress 198 generada automaticamente
3;2024-02-28;23:57;1.61126;-75.61230;Prueba de stress 199 generada automaticamente
2;2024-08-17;06:53;1.61055;-75.59290;Prueba de stress 200 generada automaticamente
3;2024-09-12;05:04;1.62288;-75.59034;Prueba de stress 201 generada automaticamente
2;2024-08-24;03:56;1.61330;-75.60090;Prueba de stress 202 generada automaticamente
2;2024-07-23;05:28;1.62050;-75.61663;Prueba de stress 203 generada automaticamente
1;2024-05-28;11:21;1.61187;-75.59591;Prueba de stress 204 generada automaticamente
3;2024-05-04;22:10;1.59550;-75.59590;Prueba de stress 205 generada automaticamente
1;2024-07-08;11:31;1.60318;-75.60632;Prueba de stress 206 generada automaticamente
4;2024-05-15;17:32;1.60887;-75.62205;Prueba de stress 207 generada automaticamente
3;2024-08-15;10:41;1.59826;-75.61382;Prueba de stress 208 generada automaticamente
1;2024-03-25;18:04;1.61690;-75.60941;Prueba de stress 209 generada automaticamente
1;2024-04-13;13:55;1.62784;-75.58867;Prueba de stress 210 generada automaticamente
3;2024-11-01;00:54;1.62866;-75.58857;Prueba de stress 211 generada automaticamente
4;2024-05-01;22:45;1.62135;-75.62188;Prueba de stress 212 generada automaticamente
4;2024-05-18;12:27;1.59647;-75.59384;Prueba de stress 213 generada automaticamente
3;2024-11-03;16:29;1.62280;-75.62144;Prueba de stress 214 generada automaticamente
2;2024-05-17;12:13;1.60356;-75.62490;Prueba de stress 215 generada automaticamente
4;2024-05-24;06:59;1.60584;-75.59034;Prueba de stress 216 generada automaticamente
1;2024-10-15;11:12;1.62613;-75.60527;Prueba de stress 217 generada automaticamente
4;2024-02-17;11:16;1.62485;-75.59456;Prueba de stress 218 generada automaticamente
4;2024-04-13;12:59;1.60307;-75.60531;Prueba de stress 219 generada automaticamente
2;2024-08-25;04:49;1.62499;-75.61637;Prueba de stress 220 generada automaticamente
3;2024-03-28;03:32;1.60460;-75.62353;Prueba de stress 221 generada automaticamente
2;2024-05-18;11:12;1.63231;-75.60903;Prueba de stress 222 generada automaticamente
3;2024-10-19;09:15;1.62204;-75.60598;Prueba de stress 223 generada automaticamente
3;2024-02-05;17:22;1.60475;-75.62497;Prueba de stress 224 generada automaticamente
2;2024-12-04;12:02;1.61420;-75.59442;Prueba de stress 225 generada automaticamente
2;2024-09-04;21:42;1.61310;-75.59316;Prueba de stress 226 generada automaticamente
2;2024-07-16;23:33;1.59463;-75.59297;Prueba de stress 227 generada automaticamente
1;2024-07-07;15:25;1.63061;-75.60362;Prueba de stress 228 generada automaticamente
4;2024-05-15;18:12;1.60944;-75.61205;Prueba de stress 229 generada automaticamente
4;2024-03-11;15:31;1.61127;-75.58879;Prueba de stress 230 generada automaticamente
2;2024-08-25;10:10;1.62047;-75.60063;Prueba de stress 231 generada automaticamente
1;2024-10-27;21:01;1.59765;-75.60847;Prueba de stress 232 generada automaticamente
4;2024-05-26;22:36;1.60322;-75.59204;Prueba de stress 233 generada automaticamente
2;2024-09-19;18:31;1.59710;-75.59307;Prueba de stress 234 generada automaticamente
4;2024-11-26;18:31;1.63061;-75.60586;Prueba de stress 235 generada automaticamente
2;2024-02-02;19:19;1.61696;-75.58821;Prueba de stress 236 generada automaticamente
2;2024-04-26;14:20;1.60256;-75.61936;Prueba de stress 237 generada automaticamente
4;2024-04-26;22:25;1.61655;-75.61558;Prueba de stress 238 generada automaticamente
2;2024-06-23;06:57;1.63210;-75.58972;Prueba de stress 239 generada automaticamente
1;2024-07-03;00:58;1.62522;-75.59781;Prueba de stress 240 generada automaticamente
1;2024-01-18;14:02;1.62302;-75.60665;Prueba de stress 241 generada automaticamente
4;2024-01-18;08:25;1.62576;-75.59842;Prueba de stress 242 generada automaticamente
1;2024-09-09;19:17;1.62339;-75.62557;Prueba de stress 243 generada automaticamente
3;2024-04-03;22:44;1.60305;-75.60846;Prueba de stress 244 generada automaticamente
4;2024-05-12;18:27;1.63074;-75.61059;Prueba de stress 245 generada automaticamente
1;2024-03-25;20:28;1.61401;-75.61045;Prueba de stress 246 generada automaticamente
2;2024-03-16;01:28;1.60430;-75.60568;Prueba de stress 247 generada automaticamente
2;2024-04-14;04:50;1.59549;-75.60849;Prueba de stress 248 generada automaticamente
2;2024-02-14;17:24;1.59855;-75.62097;Prueba de stress 249 generada automaticamente
1;2024-11-06;08:33;1.61742;-75.58626;Prueba de stress 250 generada automaticamente
4;2024-05-28;09:08;1.61894;-75.61534;Prueba de stress 251 generada automaticamente
1;2024-02-07;10:33;1.61349;-75.61879;Prueba de stress 252 generada automaticamente
3;2024-10-27;07:14;1.59472;-75.59321;Prueba de stress 253 generada automaticamente
1;2024-09-04;14:18;1.61208;-75.61017;Prueba de stress 254 generada automaticamente
4;2024-02-18;18:28;1.61545;-75.60900;Prueba de stress 255 generada automaticamente
4;2024-01-18;17:49;1.61374;-75.60182;Prueba de stress 256 generada automaticamente
4;2024-10-15;16:55;1.62033;-75.62590;Prueba de stress 257 generada automaticamente
1;2024-08-19;00:54;1.60251;-75.61111;Prueba de stress 258 generada automaticamente
2;2024-04-26;11:50;1.60217;-75.59249;Prueba de stress 259 generada automaticamente
1;2024-06-18;20:15;1.61577;-75.62201;Prueba de stress 260 generada automaticamente
3;2024-01-18;17:03;1.60873;-75.60398;Prueba de stress 261 generada automaticamente
3;2024-12-19;18:53;1.61429;-75.61566;Prueba de stress 262 generada automaticamente
3;2024-09-04;07:03;1.61226;-75.58643;Prueba de stress 263 generada automaticamente
2;2024-04-28;13:44;1.61156;-75.60290;Prueba de stress 264 generada automaticamente
3;2024-07-09;00:29;1.63138;-75.61605;Prueba de stress 265 generada automaticamente
1;2024-09-21;17:25;1.62592;-75.58908;Prueba de stress 266 generada automaticamente
1;2024-04-08;17:53;1.61147;-75.59705;Prueba de stress 267 generada automaticamente
2;2024-09-26;20:23;1.63037;-75.60366;Prueba de stress 268 generada automaticamente
3;2024-02-19;04:26;1.60776;-75.58711;Prueba de stress 269 generada automaticamente
4;2024-01-27;16:12;1.61413;-75.60722;Prueba de stress 270 generada automaticamente
4;2024-04-21;09:04;1.61568;-75.60116;Prueba de stress 271 generada automaticamente
1;2024-01-27;23:33;1.59597;-75.62597;Prueba de stress 272 generada automaticamente
4;2024-11-28;03:34;1.60507;-75.60368;Prueba de stress 273 generada automaticamente
4;2024-06-13;23:11;1.60143;-75.61558;Prueba de stress 274 generada automaticamente
1;2024-02-04;08:53;1.63434;-75.58878;Prueba de stress 275 generada automaticamente
1;2024-07-21;06:41;1.62825;-75.58638;Prueba de stress 276 generada automaticamente
3;2024-08-23;13:45;1.60819;-75.61475;Prueba de stress 277 generada automaticamente
2;2024-06-20;03:28;1.63007;-75.62364;Prueba de stress 278 generada automaticamente
2;2024-10-02;20:04;1.59766;-75.60114;Prueba de stress 279 generada automaticamente
2;2024-09-20;15:11;1.60388;-75.61839;Prueba de stress 280 generada automaticamente
4;2024-05-15;17:54;1.60173;-75.59376;Prueba de stress 281 generada automaticamente
4;2024-08-27;21:38;1.62342;-75.62251;Prueba de stress 282 generada automaticamente
1;2024-04-02;20:23;1.61972;-75.60764;Prueba de stress 283 generada automaticamente
4;2024-03-25;15:29;1.63164;-75.61497;Prueba de stress 284 generada automaticamente
4;2024-11-12;02:08;1.60071;-75.61063;Prueba de stress 285 generada automaticamente
1;2024-10-22;13:26;1.61473;-75.58831;Prueba de stress 286 generada automaticamente
4;2024-09-04;10:09;1.62495;-75.58777;Prueba de stress 287 generada automaticamente
4;2024-05-13;07:20;1.59723;-75.61236;Prueba de stress 288 generada automaticamente
2;2024-12-24;06:48;1.61030;-75.61526;Prueba de stress 289 generada automaticamente
2;2024-10-17;19:00;1.61248;-75.59570;Prueba de stress 290 generada automaticamente
2;2024-05-15;02:22;1.63036;-75.61818;Prueba de stress 291 generada automaticamente
2;2024-11-19;11:33;1.63350;-75.61054;Prueba de stress 292 generada automaticamente
3;2024-08-01;12:05;1.61386;-75.61165;Prueba de stress 293 generada automaticamente
2;2024-05-18;07:23;1.60889;-75.62154;Prueba de stress 294 generada automaticamente
2;2024-03-03;03:27;1.61682;-75.61947;Prueba de stress 295 generada automaticamente
4;2024-06-06;12:37;1.59656;-75.61993;Prueba de stress 296 generada automaticamente
4;2024-03-27;05:09;1.60731;-75.59517;Prueba de stress 297 generada automaticamente
2;2024-12-22;17:24;1.61582;-75.60604;Prueba de stress 298 generada automaticamente
1;2024-06-07;17:41;1.59979;-75.60280;Prueba de stress 299 generada automaticamente
2;2024-06-21;07:20;1.59449;-75.59612;Prueba de stress 300 generada automaticamente
3;2024-08-22;13:23;1.63127;-75.59064;Prueba de stress 301 generada automaticamente
4;2024-11-17;13:52;1.63132;-75.58819;Prueba de stress 302 generada automaticamente
2;2024-03-24;17:00;1.62748;-75.61684;Prueba de stress 303 generada automaticamente
2;2024-11-09;08:33;1.62340;-75.61890;Prueba de stress 304 generada automaticamente
2;2024-01-10;01:36;1.61221;-75.59691;Prueba de stress 305 generada automaticamente
4;2024-01-20;17:03;1.61896;-75.59531;Prueba de stress 306 generada automaticamente
3;2024-01-06;17:53;1.60468;-75.59454;Prueba de stress 307 generada automaticamente
1;2024-09-04;19:38;1.59859;-75.61221;Prueba de stress 308 generada automaticamente
4;2024-07-17;05:22;1.63121;-75.59508;Prueba de stress 309 generada automaticamente
1;2024-06-17;08:24;1.59456;-75.61329;Prueba de stress 310 generada automaticamente
3;2024-05-19;23:39;1.60676;-75.60965;Prueba de stress 311 generada automaticamente
3;2024-10-19;07:29;1.61733;-75.59216;Prueba de stress 312 generada automaticamente
2;2024-10-20;11:43;1.62965;-75.60418;Prueba de stress 313 generada automaticamente
4;2024-05-02;06:53;1.62675;-75.60480;Prueba de stress 314 generada automaticamente
2;2024-02-02;14:53;1.63345;-75.62194;Prueba de stress 315 generada automaticamente
2;2024-07-25;22:51;1.62635;-75.60273;Prueba de stress 316 generada automaticamente
3;2024-11-19;16:14;1.62285;-75.62400;Prueba de stress 317 generada automaticamente
3;2024-07-04;21:40;1.59692;-75.60892;Prueba de stress 318 generada automaticamente
3;2024-03-20;05:28;1.62070;-75.60185;Prueba de stress 319 generada automaticamente
3;2024-05-23;20:14;1.61232;-75.62012;Prueba de stress 320 generada automaticamente
4;2024-08-14;22:14;1.60819;-75.62343;Prueba de stress 321 generada automaticamente
2;2024-04-20;13:08;1.59788;-75.61309;Prueba de stress 322 generada automaticamente
4;2024-08-08;23:45;1.59988;-75.59204;Prueba de stress 323 generada automaticamente
1;2024-04-12;20:31;1.60301;-75.61821;Prueba de stress 324 generada automaticamente
3;2024-05-23;17:39;1.60879;-75.59870;Prueba de stress 325 generada automaticamente
2;2024-12-21;14:41;1.61057;-75.62177;Prueba de stress 326 generada automaticamente
3;2024-06-02;04:51;1.63301;-75.60781;Prueba de stress 327 generada automaticamente
2;2024-04-12;01:59;1.60541;-75.59643;Prueba de stress 328 generada automaticamente
3;2024-11-08;10:43;1.60068;-75.61709;Prueba de stress 329 generada automaticamente
2;2024-01-20;02:16;1.59999;-75.60739;Prueba de stress 330 generada automaticamente
